character_name,character_sex,character_age,character_occupation,character_is_alive,species_id,country_id,appearance_id
Корам II,Мужской,16,Государственный деятель,False,8,33,1030
Корбен,Мужской,69,Дворянин,True,8,33,1031
Корбетт,Мужской,59,Государственный деятель,False,8,33,1032
Кори,Мужской,33,,False,8,21,1033
Корин,Мужской,30,Наемник,True,8,33,1034
Корина Тилли,Женский,58,Чародейка (Онейромантка),True,8,33,1035
Корнелий из Ассенгарда,Мужской,40,Мастер-оружейник,True,8,33,1036
Королева Зимы,Женский,34,ЗнающаяНавигатор Дикой Охоты,True,11,33,1037
Королева Ночи,Женский,25,Хозяйка борделя,False,8,33,1038
Королева Полей,Женский,60,Богиня природы,True,8,33,1039
Король Волков,Мужской (?),32,,False,8,33,1040
Король Зигги,Мужской,39,Букмекер,True,8,33,1041
Король-Рыбак,Мужской,28,РыбакПаромщик,True,8,33,1042
Коротышка,Мужской,61,Солдат,False,8,29,1043
Коротышка Иакса,Мужской,34,Убийца,False,8,33,1044
Коррел,Мужской,55,Государственный деятель,True,8,33,1045
Корчмарь («На распутье»),Мужской,58,Корчмарь,True,8,29,1046
Косарь,Мужской,20,Наркоторговец,True,8,29,1047
Косимо Маласпина,Мужской,68,ЧародейУчёный,True,8,33,1048
Косма,Мужской,36,Гвардеец,False,8,33,1049
Космо Бальденвегг,Мужской,45,,False,9,33,1050
Кот в сапогах,Мужской,23,,True,8,33,1051
Коэнрад из Ринды,Мужской,58,Ученик ведьмаков,True,8,24,1052
Краки,Мужской,41,,False,8,21,1053
Крапивка,Мужской,50,Кмет,True,8,2,1054
Краска,Мужской,45,Военнослужащий,True,8,10,1055
Красная Рикка,Женский,30,Наездница,True,8,21,1056
Крах ан Крайт,Мужской,22,Ярл СкеллигеЛидер клана,False,8,21,1057
Крегеннан из Леда,Мужской,56,Чародей,False,8,33,1058
Крепп,Мужской,45,ЖрецЧиновник,True,8,24,1059
Крест,Мужской,35,Жрец,False,8,10,1060
Крестьянка (Старые шахты),Женский,53,Крестьянка,True,8,29,1061
Крестьянка Предместья,Женский,57,,True,8,29,1062
Кривой,Мужской,68,Наемник,True,8,24,1063
Криворот,Мужской,28,Кулачный боец,True,8,33,1064
Криспин Камэни,Мужской,18,Дворянин,False,8,29,1065
Кристина фон Эверек,Женский,64,Дворянка,True,8,24,1066
Кристоф Дюгарри,Мужской,19,Странствующий рыцарь,False,8,33,1067
Крысоловка,Женский,20,,True,8,33,1068
Ксавьер Моран,Мужской,38,Наемник,True,7,33,1069
Ксандер,Мужской,27,Дворянин,True,8,11,1070
Ксартисиус,Мужской,24,АстрологМаг,True,8,8,1071
Ксимена,Женский,47,,False,8,33,1072
Ксимена Тиссен,Женский,61,Дворянка,True,8,12,1073
Ксирднех,Мужской,40,Бард,True,8,33,1074
Куба,Мужской,40,,True,8,33,1075
Кузнец (Большие Сучья),Мужской,48,Кузнец (ученик),True,8,29,1076
Кузнец (Кулачный боец),Мужской,30,КузнецКулачный боец,True,8,29,1077
Кузнец (Окрестности Вызимы),Мужской,36,Кузнец,True,7,33,1078
Кузнец (Тихая деревня),Мужской,35,Кузнец,True,8,33,1079
Кунигунд де Каббрэ,Женский,27,Художница,True,8,33,1080
Купец (Залипье),Мужской,36,Купец,True,8,33,1081
Купец (Рудник),Мужской,53,Купец,True,8,33,1082
Купец (Хата лодочных мастеров),Мужской,42,Купец,True,8,33,1083
Купец Ордена,Мужской,34,Торговец,True,8,33,1084
Курису,Женский,32,,True,8,21,1085
Курт,Мужской,50,Инквизитор,False,8,24,1086
Курт (Наемник),Мужской,24,Наемник,True,8,33,1087
Курт Дисарт,Мужской,40,Дворянин,False,8,29,1088
Куртизанка (Ведьмак),Женский,27,,True,8,33,1089
Кухарка,Женский,23,Ведьма,False,8,33,1090
Кыффри Виффелег,Мужской,51,Военнослужащий,False,8,8,1091
Кьярре,Мужской,47,,True,8,21,1092
Кэел,Мужской,22,БандитНаемник,False,8,33,1093
Лавк,Мужской,55,,True,8,33,1094
Лавроносик,Мужской,52,АптекарьЧиновник,True,8,24,1095
Лазарь,Мужской,31,Кастелян замка,False,8,17,1096
Лазарь Лафарг,Мужской,54,Кузнец (гроссмейстер),True,8,33,1097
Сериал:Лазло,Мужской,49,Рыцарь,True,8,33,1098
Ламарр Флаут,Мужской,62,Военнослужащий,False,8,8,1099
Ламберт,Мужской,53,Ведьмак,False,8,33,1100
Ламберт из Темерии,Мужской,61,Государственный деятель,True,8,29,1101
Лапоть,Мужской,29,Кмет,True,8,33,1102
Лара Доррен аэп Шиадаль,Женский,49,Чародейка (Aen Saevherne),False,11,33,1103
Ларкин,Мужской,27,Военнослужащий,False,8,15,1104
Ларс,Мужчина,62,,True,8,33,1105
Лассе,Мужской,17,,True,8,21,1106
Ле Помпиду,Женский,38,Дворянка,True,8,33,1107
Левек,Мужской,26,Член Стражей Пущи,True,8,33,1108
Легенза,Мужской,52,Наемник,True,8,33,1109
Лейтенант фон Херст,Мужской,52,Рыцарь-интендантБандит,False,8,33,1110
Лейф,Мужской,24,,True,8,21,1111
Лейф (Воин),Мужской,50,ВоинДружинник Хьялмара,False,8,21,1112
Лейф (Пират),Мужской,62,Пират (?),True,8,21,1113
Лександр,Мужской,56,Ведьмак,False,8,33,1114
Леника,Женский,33,Няня,True,8,33,1115
Лео,Мужской,28,Ведьмак-ученик,False,8,33,1116
Лео Бонарт,Мужской,15,Охотник за головамиСолдат (в прошлом),False,8,33,1117
Леон Оппенхойзер,Мужской,21,ПредподавательУченый,True,8,33,1118
Леслав,Мужской,41,КрестьянинКопатель торфа,True,8,29,1119
Лесовик,Мужской,48,ВоеннослужащийТорговецРемесленник,True,8,10,1120
Лесье,Женский,53,Крестьянка,True,8,29,1121
Леся,Женский,40,Крестьянка,True,8,29,1122
Летанде Авет,Мужской,15,Наемник,False,8,32,1123
Летисия Шарбоннэ,Женский,29,ЧародейкаПреподавательРектор академии,True,8,29,1124
Лето из Гулеты,Мужской,16,ВедьмакНаёмный убийцаОхотник за головами,False,8,2,1125
Лех и Ярик,Мужской,22,,True,8,33,1126
Лешко,Мужской,56,Крестьянин,True,8,29,1127
Лже-Цирилла,Женский,63,ДворянкаИмператрица,True,8,33,1128
Лиам аэп Муир Мосс,Мужской,53,Военачальник,True,8,8,1129
Лиам де Короната,Мужской,29,ВиноделДворянин,True,8,33,1130
Лиам из Цидариса,Мужской,42,Государственный деятель,True,8,32,1131
Либуше,Женский,38,,True,8,24,1132
Лива,Женский,46,МаркитанткаМедсестра,True,8,33,1133
Лидия ван Бредевоорт,Женский,20,ЧародейкаХудожница,False,8,33,1134
Лидрик,Мужской,16,Распорядитель арены,True,8,21,1135
Лили Бибервельт,Женский,49,,True,9,33,1136
Лилианна,Женский,64,Чародейка,True,8,33,1137
Лилита,Женский,19,,True,8,33,1138
Лилле,Женский,22,,True,8,33,1139
Лина,Женский,62,Крестьянка,False,8,29,1140
Линденброг,X,54,,True,8,33,1141
Линус Питт,Мужской,65,Учёный-естествоведПреподаватель,True,8,33,1142
Литта Нейд,Женский,20,ЧародейкаЦелительница,False,8,21,1143
Сериал:Литта Нейд,Женский,20,Чародейка,True,8,33,1144
